0.350119904,5.52E-02,Ring1
0.856115108,0.82733813,Ring1
0.287769784,0.573141487,Ring2
0.956834532,0.683453237,Ring1
0.760191847,0.48441247,Ring2
0.23501199,0.407673861,Ring2
0.551558753,0.407673861,Ring3
0.522781775,0.721822542,Ring2
0.273381295,0.551558753,Ring2
0.551558753,3.60E-02,Ring1
0.424460432,0.285371703,Ring2
0.70263789,0.940047962,Ring1
0.517985612,0.381294964,Ring3
0.67146283,0.956834532,Ring1
0.956834532,0.429256595,Ring1
3.36E-02,0.669064748,Ring1
0.601918465,0.541966427,Ring3
0.630695444,0.318944844,Ring2
0.419664269,1.92E-02,Ring1
0.779376499,0.889688249,Ring1
0.959232614,0.592326139,Ring1
0.729016787,0.647482014,Ring2
0.434052758,0.268585132,Ring2
0.954436451,0.304556355,Ring1
0.592326139,0.947242206,Ring1
0.314148681,0.623501199,Ring2
0.604316547,0.549160672,Ring3
0.242206235,0.110311751,Ring1
0.570743405,0.70263789,Ring2
0.115107914,0.788968825,Ring1
0.870503597,0.800959233,Ring1
0.76498801,0.57793765,Ring2
0.563549161,0.417266187,Ring3
0.75059952,0.920863309,Ring1
0.580335731,0.558752998,Ring3
0.884892086,0.175059952,Ring1
0.496402878,0.223021583,Ring2
0.712230216,0.402877698,Ring2
7.91E-02,0.24940048,Ring1
0.570743405,0.980815348,Ring1
0.829736211,0.848920863,Ring1
0.472422062,0.769784173,Ring2
0.743405276,0.892086331,Ring1
0.563549161,0.990407674,Ring1
0.474820144,7.19E-03,Ring1
0.39088729,0.486810552,Ring3
0.930455636,0.306954437,Ring1
0.575539568,0.971223022,Ring1
0.594724221,0.532374101,Ring3
0.321342926,4.32E-02,Ring1
0.611510791,0.242206235,Ring2
0.90647482,0.762589928,Ring1
5.04E-02,0.611510791,Ring1
3.60E-02,0.443645084,Ring1
0.992805755,0.489208633,Ring1
0.597122302,0.460431655,Ring3
0.664268585,0.335731415,Ring2
0.268585132,0.513189448,Ring2
0.73381295,0.901678657,Ring1
0.378896883,3.60E-02,Ring1
0.294964029,6.95E-02,Ring1
0.491606715,0.992805755,Ring1
0.654676259,0.306954437,Ring2
0.681055156,0.302158273,Ring2
0.717026379,5.52E-02,Ring1
0.223021583,0.115107914,Ring1
0.752997602,0.916067146,Ring1
0.551558753,0.285371703,Ring2
0.247002398,0.529976019,Ring2
0.920863309,0.26618705,Ring1
0.707434053,0.302158273,Ring2
0.75059952,0.434052758,Ring2
0.676258993,0.345323741,Ring2
0.976019185,0.381294964,Ring1
0.767386091,0.424460432,Ring2
0.275779377,0.51558753,Ring2
2.88E-02,0.501199041,Ring1
0.731414868,0.575539568,Ring2
0.916067146,0.247002398,Ring1
0.659472422,3.84E-02,Ring1
0.314148681,0.70263789,Ring2
0.345323741,0.96882494,Ring1
0.290167866,0.326139089,Ring2
3.84E-02,0.410071942,Ring1
0.314148681,0.611510791,Ring2
0.465227818,0.405275779,Ring3
0.354916067,0.323741007,Ring2
0.690647482,0.630695444,Ring2
0.491606715,0.378896883,Ring3
0.889688249,0.213429257,Ring1
0.326139089,0.292565947,Ring2
0.338129496,0.67146283,Ring2
2.64E-02,0.489208633,Ring1
0.642685851,4.32E-02,Ring1
0.508393285,0.278177458,Ring2
0.429256595,0.705035971,Ring2
0.424460432,0.954436451,Ring1
0.884892086,0.24940048,Ring1
0.78177458,7.67E-02,Ring1
0.964028777,0.594724221,Ring1
0.705035971,0.625899281,Ring2
0.251798561,0.918465228,Ring1
0.402877698,0.426858513,Ring3
0.932853717,0.681055156,Ring1
0.884892086,0.244604317,Ring1
0.477218225,0.604316547,Ring3
2.88E-02,0.42206235,Ring1
0.237410072,0.12470024,Ring1
0.417266187,0.446043166,Ring3
0.304556355,0.642685851,Ring2
0.232613909,0.865707434,Ring1
0.599520384,0.470023981,Ring3
0.57793765,0.292565947,Ring2
0,0.520383693,Ring1
0.381294964,3.60E-02,Ring1
0.645083933,2.88E-02,Ring1
0.551558753,0.741007194,Ring2
0.470023981,0.398081535,Ring3
0.774580336,0.503597122,Ring2
0.419664269,0.949640288,Ring1
3.36E-02,0.402877698,Ring1
9.35E-02,0.774580336,Ring1
0.582733813,0.434052758,Ring3
0.752997602,0.911270983,Ring1
0.688249401,0.621103118,Ring2
0.865707434,0.167865707,Ring1
0.256594724,8.15E-02,Ring1
0.450839329,0.580335731,Ring3
0.959232614,0.57793765,Ring1
0.503597122,0.393285372,Ring3
0.458033573,0.60911271,Ring3
0.362110312,0.316546763,Ring2
0.67146283,0.302158273,Ring2
8.87E-02,0.693045564,Ring1
0.275779377,0.570743405,Ring2
0.426858513,9.59E-03,Ring1
0.64028777,0.678657074,Ring2
0.261390887,0.637889688,Ring2
0.755395684,0.90647482,Ring1
0.990407674,0.412470024,Ring1
0.448441247,0.966426859,Ring1
0.395683453,0.983213429,Ring1
0.539568345,0.724220624,Ring2
0.242206235,0.587529976,Ring2
0.239808154,0.496402878,Ring2
0.532374101,0.395683453,Ring3
0.558752998,0.407673861,Ring3
0.947242206,0.292565947,Ring1
0.227817746,0.527577938,Ring2
0.695443645,3.12E-02,Ring1
0.904076739,0.258992806,Ring1
0,0.491606715,Ring1
0.501199041,2.40E-03,Ring1
0.75059952,0.482014389,Ring2
0.189448441,0.136690648,Ring1
0.450839329,0.251798561,Ring2
0.71942446,0.553956835,Ring2
9.35E-02,0.779376499,Ring1
0.973621103,0.501199041,Ring1
1.92E-02,0.60911271,Ring1
0.556354916,0.405275779,Ring3
5.76E-02,0.357314149,Ring1
4.56E-02,0.446043166,Ring1
0.386091127,0.479616307,Ring3
0.585131895,1.20E-02,Ring1
0.630695444,0.978417266,Ring1
0.285371703,0.529976019,Ring2
0.760191847,0.896882494,Ring1
0.158273381,0.18705036,Ring1
0.410071942,0.736211031,Ring2
0.988009592,0.438848921,Ring1
0.743405276,0.630695444,Ring2
0.426858513,0.745803357,Ring2
0.117505995,0.179856115,Ring1
0.661870504,0.949640288,Ring1
5.04E-02,0.318944844,Ring1
0.992805755,0.460431655,Ring1
6.00E-02,0.635491607,Ring1
0.966426859,0.438848921,Ring1
0.489208633,0.398081535,Ring3
0.551558753,0.410071942,Ring3
0.87529976,0.201438849,Ring1
0.227817746,0.894484413,Ring1
0.347721823,0.318944844,Ring2
0.952038369,0.381294964,Ring1
0.82733813,0.846522782,Ring1
0.93764988,0.323741007,Ring1
0.887290168,0.75059952,Ring1
0.594724221,0.527577938,Ring3
0.952038369,0.661870504,Ring1
0.388489209,0.510791367,Ring3
0.717026379,0.472422062,Ring2
0.148681055,0.793764988,Ring1
0.558752998,0.599520384,Ring3
0.973621103,0.517985612,Ring1
0.587529976,0.541966427,Ring3
0.597122302,0.954436451,Ring1
0.378896883,1.20E-02,Ring1
0.556354916,0.407673861,Ring3
0.870503597,0.803357314,Ring1
0.800959233,0.896882494,Ring1
0.73381295,6.71E-02,Ring1
0.119904077,0.237410072,Ring1
0.707434053,0.573141487,Ring2
0.755395684,0.513189448,Ring2
3.84E-02,0.611510791,Ring1
0.57793765,0.709832134,Ring2
0.599520384,0.482014389,Ring3
0.417266187,0.54676259,Ring3
0.649880096,6.24E-02,Ring1
0.479616307,0.386091127,Ring3
0.28057554,6.95E-02,Ring1
0.127098321,0.191846523,Ring1
0.654676259,0.949640288,Ring1
4.80E-02,0.60911271,Ring1
0.426858513,0.992805755,Ring1
0.462829736,0.407673861,Ring3
0.537170264,0.983213429,Ring1
0.990407674,0.460431655,Ring1
0.489208633,0.39088729,Ring3
0.431654676,0.96882494,Ring1
0.407673861,0.529976019,Ring3
0.582733813,0.952038369,Ring1
0.928057554,0.256594724,Ring1
0.599520384,0.508393285,Ring3
0.563549161,0.594724221,Ring3
0.714628297,0.388489209,Ring2
